M2	R2	Per	Sep	logJ	logjtot	logMLR2	zeta	logT2	log(g2)	logL2	Pdot	logt	BMag	VMag	RMag	IMag	JMag	HMag	KMag	SpT
Msun	Rsun	h	Rsun	[10-7J.s]	[10-7N.m]	[Msun/yr]	 	[K]	[cm2/s]	[10-7W]	s/s	[yr]	mag	mag	mag	mag	mag	mag	mag	
------	------	------	------	------	------	---------	------	------	------	------	---------	--------	-----	-----	-----	-----	-----	-----	-----	----
 0.200	 0.229	2.3242	 0.872	50.939	34.143	         	 0.770	 3.517	 5.019	31.327	-4.01e-13	 8.78049	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.3252	 0.872	50.939	34.142	         	 0.770	 3.517	 5.019	31.327	-4.01e-13	 8.78029	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.3262	 0.873	50.939	34.142	         	 0.770	 3.517	 5.019	31.327	-4.00e-13	 8.78008	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.3272	 0.873	50.939	34.141	         	 0.770	 3.517	 5.019	31.327	-4.00e-13	 8.77988	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.3282	 0.873	50.939	34.141	         	 0.770	 3.517	 5.019	31.327	-4.00e-13	 8.77967	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.3292	 0.873	50.939	34.140	         	 0.770	 3.517	 5.019	31.327	-4.00e-13	 8.77946	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.3302	 0.874	50.940	34.140	         	 0.770	 3.517	 5.019	31.327	-3.99e-13	 8.77926	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.3312	 0.874	50.940	34.139	         	 0.770	 3.517	 5.019	31.327	-3.99e-13	 8.77905	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.3322	 0.874	50.940	34.139	         	 0.770	 3.517	 5.019	31.327	-3.99e-13	 8.77885	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.3332	 0.874	50.940	34.139	         	 0.770	 3.517	 5.019	31.327	-3.98e-13	 8.77864	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.3342	 0.875	50.940	34.138	         	 0.770	 3.517	 5.019	31.327	-3.98e-13	 8.77843	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.3352	 0.875	50.940	34.138	         	 0.770	 3.517	 5.019	31.327	-3.98e-13	 8.77822	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.3362	 0.875	50.940	34.137	         	 0.770	 3.517	 5.019	31.327	-3.98e-13	 8.77802	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.3372	 0.875	50.940	34.137	         	 0.770	 3.517	 5.019	31.327	-3.97e-13	 8.77781	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.3382	 0.876	50.940	34.136	         	 0.770	 3.517	 5.019	31.327	-3.97e-13	 8.77760	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.3392	 0.876	50.940	34.136	         	 0.770	 3.517	 5.019	31.327	-3.97e-13	 8.77739	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.3402	 0.876	50.940	34.136	         	 0.770	 3.517	 5.019	31.327	-3.96e-13	 8.77718	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.3412	 0.876	50.940	34.135	         	 0.770	 3.517	 5.019	31.327	-3.96e-13	 8.77698	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.3422	 0.877	50.940	34.135	         	 0.770	 3.517	 5.019	31.327	-3.96e-13	 8.77677	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.3432	 0.877	50.940	34.134	         	 0.770	 3.517	 5.019	31.327	-3.96e-13	 8.77656	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.3442	 0.877	50.940	34.134	         	 0.770	 3.517	 5.019	31.327	-3.95e-13	 8.77635	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.3452	 0.877	50.940	34.133	         	 0.770	 3.517	 5.019	31.327	-3.95e-13	 8.77614	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.3462	 0.878	50.941	34.133	         	 0.770	 3.517	 5.019	31.327	-3.95e-13	 8.77593	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.3472	 0.878	50.941	34.133	         	 0.770	 3.517	 5.019	31.327	-3.94e-13	 8.77572	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.3482	 0.878	50.941	34.132	         	 0.770	 3.517	 5.019	31.327	-3.94e-13	 8.77551	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.3492	 0.878	50.941	34.132	         	 0.770	 3.517	 5.019	31.327	-3.94e-13	 8.77530	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.3502	 0.879	50.941	34.131	         	 0.770	 3.517	 5.019	31.327	-3.94e-13	 8.77508	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.3512	 0.879	50.941	34.131	         	 0.770	 3.517	 5.019	31.327	-3.93e-13	 8.77487	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.3522	 0.879	50.941	34.130	         	 0.770	 3.517	 5.019	31.327	-3.93e-13	 8.77466	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.3532	 0.879	50.941	34.130	         	 0.770	 3.517	 5.019	31.327	-3.93e-13	 8.77445	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.3542	 0.880	50.941	34.130	         	 0.770	 3.517	 5.019	31.327	-3.92e-13	 8.77424	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.3552	 0.880	50.941	34.129	         	 0.770	 3.517	 5.019	31.327	-3.92e-13	 8.77403	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.3562	 0.880	50.941	34.129	         	 0.770	 3.517	 5.019	31.327	-3.92e-13	 8.77381	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.3572	 0.880	50.941	34.128	         	 0.770	 3.517	 5.019	31.327	-3.92e-13	 8.77360	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.3582	 0.881	50.941	34.128	         	 0.770	 3.517	 5.019	31.327	-3.91e-13	 8.77339	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.3592	 0.881	50.941	34.127	         	 0.770	 3.517	 5.019	31.327	-3.91e-13	 8.77317	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.3602	 0.881	50.941	34.127	         	 0.770	 3.517	 5.019	31.327	-3.91e-13	 8.77296	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.3612	 0.881	50.941	34.127	         	 0.770	 3.517	 5.019	31.327	-3.91e-13	 8.77275	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.3622	 0.882	50.942	34.126	         	 0.770	 3.517	 5.019	31.327	-3.90e-13	 8.77253	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.3632	 0.882	50.942	34.126	         	 0.770	 3.517	 5.019	31.327	-3.90e-13	 8.77232	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.3642	 0.882	50.942	34.125	         	 0.770	 3.517	 5.019	31.327	-3.90e-13	 8.77210	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.3652	 0.882	50.942	34.125	         	 0.770	 3.517	 5.019	31.327	-3.90e-13	 8.77189	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.3662	 0.883	50.942	34.124	         	 0.770	 3.517	 5.019	31.327	-3.89e-13	 8.77167	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.3672	 0.883	50.942	34.124	         	 0.770	 3.517	 5.019	31.327	-3.89e-13	 8.77146	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.3682	 0.883	50.942	34.124	         	 0.770	 3.517	 5.019	31.327	-3.89e-13	 8.77124	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.3692	 0.883	50.942	34.123	         	 0.770	 3.517	 5.019	31.327	-3.88e-13	 8.77103	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.3702	 0.884	50.942	34.123	         	 0.770	 3.517	 5.019	31.327	-3.88e-13	 8.77081	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.3712	 0.884	50.942	34.122	         	 0.770	 3.517	 5.019	31.327	-3.88e-13	 8.77059	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.3722	 0.884	50.942	34.122	         	 0.770	 3.517	 5.019	31.327	-3.88e-13	 8.77038	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.3732	 0.884	50.942	34.121	         	 0.770	 3.517	 5.019	31.327	-3.87e-13	 8.77016	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.3742	 0.885	50.942	34.121	         	 0.770	 3.517	 5.019	31.327	-3.87e-13	 8.76994	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.3752	 0.885	50.942	34.121	         	 0.770	 3.517	 5.019	31.327	-3.87e-13	 8.76973	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.3762	 0.885	50.942	34.120	         	 0.770	 3.517	 5.019	31.327	-3.86e-13	 8.76951	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.3772	 0.885	50.942	34.120	         	 0.770	 3.517	 5.019	31.327	-3.86e-13	 8.76929	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.3782	 0.886	50.942	34.119	         	 0.770	 3.517	 5.019	31.327	-3.86e-13	 8.76907	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.3792	 0.886	50.943	34.119	         	 0.770	 3.517	 5.019	31.327	-3.86e-13	 8.76885	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.3802	 0.886	50.943	34.118	         	 0.770	 3.517	 5.019	31.327	-3.85e-13	 8.76863	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.3812	 0.886	50.943	34.118	         	 0.770	 3.517	 5.019	31.327	-3.85e-13	 8.76841	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.3822	 0.887	50.943	34.118	         	 0.770	 3.517	 5.019	31.327	-3.85e-13	 8.76820	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.3832	 0.887	50.943	34.117	         	 0.770	 3.517	 5.019	31.327	-3.85e-13	 8.76798	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.3842	 0.887	50.943	34.117	         	 0.770	 3.517	 5.019	31.327	-3.84e-13	 8.76776	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.3852	 0.887	50.943	34.116	         	 0.770	 3.517	 5.019	31.327	-3.84e-13	 8.76754	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.3862	 0.888	50.943	34.116	         	 0.770	 3.517	 5.019	31.327	-3.84e-13	 8.76732	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
