M2	R2	Per	Sep	logJ	logjtot	logMLR2	zeta	logT2	log(g2)	logL2	Pdot	logt	BMag	VMag	RMag	IMag	JMag	HMag	KMag	SpT
Msun	Rsun	h	Rsun	[10-7J.s]	[10-7N.m]	[Msun/yr]	 	[K]	[cm2/s]	[10-7W]	s/s	[yr]	mag	mag	mag	mag	mag	mag	mag	
------	------	------	------	------	------	---------	------	------	------	------	---------	--------	-----	-----	-----	-----	-----	-----	-----	----
 0.200	 0.229	2.5865	 0.937	50.955	33.641	         	 0.770	 3.517	 5.019	31.327	-1.36e-13	 9.08863	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.5875	 0.937	50.955	33.641	         	 0.770	 3.517	 5.019	31.327	-1.36e-13	 9.08834	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.5885	 0.937	50.955	33.641	         	 0.770	 3.517	 5.019	31.327	-1.36e-13	 9.08804	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.5895	 0.937	50.955	33.640	         	 0.770	 3.517	 5.019	31.327	-1.36e-13	 9.08774	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.5905	 0.937	50.955	33.640	         	 0.770	 3.517	 5.019	31.327	-1.35e-13	 9.08744	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.5915	 0.938	50.955	33.640	         	 0.770	 3.517	 5.019	31.327	-1.35e-13	 9.08714	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.5925	 0.938	50.955	33.639	         	 0.770	 3.517	 5.019	31.327	-1.35e-13	 9.08684	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.5935	 0.938	50.955	33.639	         	 0.770	 3.517	 5.019	31.327	-1.35e-13	 9.08654	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.5945	 0.938	50.955	33.638	         	 0.770	 3.517	 5.019	31.327	-1.35e-13	 9.08624	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.5955	 0.939	50.955	33.638	         	 0.770	 3.517	 5.019	31.327	-1.35e-13	 9.08594	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.5965	 0.939	50.955	33.638	         	 0.770	 3.517	 5.019	31.327	-1.35e-13	 9.08564	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.5975	 0.939	50.955	33.637	         	 0.770	 3.517	 5.019	31.327	-1.35e-13	 9.08534	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.5985	 0.939	50.955	33.637	         	 0.770	 3.517	 5.019	31.327	-1.35e-13	 9.08504	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.5995	 0.940	50.955	33.636	         	 0.770	 3.517	 5.019	31.327	-1.35e-13	 9.08473	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.6005	 0.940	50.955	33.636	         	 0.770	 3.517	 5.019	31.327	-1.35e-13	 9.08443	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.6015	 0.940	50.955	33.636	         	 0.770	 3.517	 5.019	31.327	-1.34e-13	 9.08413	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.6025	 0.940	50.956	33.635	         	 0.770	 3.517	 5.019	31.327	-1.34e-13	 9.08382	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.6035	 0.941	50.956	33.635	         	 0.770	 3.517	 5.019	31.327	-1.34e-13	 9.08352	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.6045	 0.941	50.956	33.634	         	 0.770	 3.517	 5.019	31.327	-1.34e-13	 9.08322	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.6055	 0.941	50.956	33.634	         	 0.770	 3.517	 5.019	31.327	-1.34e-13	 9.08291	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.6065	 0.941	50.956	33.634	         	 0.770	 3.517	 5.019	31.327	-1.34e-13	 9.08261	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.6075	 0.942	50.956	33.633	         	 0.770	 3.517	 5.019	31.327	-1.34e-13	 9.08230	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.6085	 0.942	50.956	33.633	         	 0.770	 3.517	 5.019	31.327	-1.34e-13	 9.08200	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.6095	 0.942	50.956	33.632	         	 0.770	 3.517	 5.019	31.327	-1.34e-13	 9.08169	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.6105	 0.942	50.956	33.632	         	 0.770	 3.517	 5.019	31.327	-1.34e-13	 9.08138	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.6115	 0.943	50.956	33.632	         	 0.770	 3.517	 5.019	31.327	-1.34e-13	 9.08107	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.6125	 0.943	50.956	33.631	         	 0.770	 3.517	 5.019	31.327	-1.34e-13	 9.08077	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.6135	 0.943	50.956	33.631	         	 0.770	 3.517	 5.019	31.327	-1.33e-13	 9.08046	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.6145	 0.943	50.956	33.631	         	 0.770	 3.517	 5.019	31.327	-1.33e-13	 9.08015	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.6155	 0.943	50.956	33.630	         	 0.770	 3.517	 5.019	31.327	-1.33e-13	 9.07984	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.6165	 0.944	50.956	33.630	         	 0.770	 3.517	 5.019	31.327	-1.33e-13	 9.07953	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.6175	 0.944	50.956	33.629	         	 0.770	 3.517	 5.019	31.327	-1.33e-13	 9.07922	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.6185	 0.944	50.956	33.629	         	 0.770	 3.517	 5.019	31.327	-1.33e-13	 9.07891	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.6195	 0.944	50.956	33.629	         	 0.770	 3.517	 5.019	31.327	-1.33e-13	 9.07860	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.6205	 0.945	50.957	33.628	         	 0.770	 3.517	 5.019	31.327	-1.33e-13	 9.07829	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.6215	 0.945	50.957	33.628	         	 0.770	 3.517	 5.019	31.327	-1.33e-13	 9.07798	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.6225	 0.945	50.957	33.627	         	 0.770	 3.517	 5.019	31.327	-1.33e-13	 9.07767	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.6235	 0.945	50.957	33.627	         	 0.770	 3.517	 5.019	31.327	-1.33e-13	 9.07736	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.6245	 0.946	50.957	33.627	         	 0.770	 3.517	 5.019	31.327	-1.33e-13	 9.07704	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.6255	 0.946	50.957	33.626	         	 0.770	 3.517	 5.019	31.327	-1.32e-13	 9.07673	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.6265	 0.946	50.957	33.626	         	 0.770	 3.517	 5.019	31.327	-1.32e-13	 9.07642	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.6275	 0.946	50.957	33.626	         	 0.770	 3.517	 5.019	31.327	-1.32e-13	 9.07610	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.6285	 0.947	50.957	33.625	         	 0.770	 3.517	 5.019	31.327	-1.32e-13	 9.07579	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.6295	 0.947	50.957	33.625	         	 0.770	 3.517	 5.019	31.327	-1.32e-13	 9.07547	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.6305	 0.947	50.957	33.624	         	 0.770	 3.517	 5.019	31.327	-1.32e-13	 9.07516	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.6315	 0.947	50.957	33.624	         	 0.770	 3.517	 5.019	31.327	-1.32e-13	 9.07484	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.6325	 0.948	50.957	33.624	         	 0.770	 3.517	 5.019	31.327	-1.32e-13	 9.07453	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.6335	 0.948	50.957	33.623	         	 0.770	 3.517	 5.019	31.327	-1.32e-13	 9.07421	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.6345	 0.948	50.957	33.623	         	 0.770	 3.517	 5.019	31.327	-1.32e-13	 9.07389	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.6355	 0.948	50.957	33.622	         	 0.770	 3.517	 5.019	31.327	-1.32e-13	 9.07358	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.6365	 0.949	50.957	33.622	         	 0.770	 3.517	 5.019	31.327	-1.32e-13	 9.07326	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.6375	 0.949	50.957	33.622	         	 0.770	 3.517	 5.019	31.327	-1.31e-13	 9.07294	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.6385	 0.949	50.958	33.621	         	 0.770	 3.517	 5.019	31.327	-1.31e-13	 9.07262	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.6395	 0.949	50.958	33.621	         	 0.770	 3.517	 5.019	31.327	-1.31e-13	 9.07230	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.6405	 0.950	50.958	33.621	         	 0.770	 3.517	 5.019	31.327	-1.31e-13	 9.07198	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.6415	 0.950	50.958	33.620	         	 0.770	 3.517	 5.019	31.327	-1.31e-13	 9.07166	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.6425	 0.950	50.958	33.620	         	 0.770	 3.517	 5.019	31.327	-1.31e-13	 9.07134	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.6435	 0.950	50.958	33.619	         	 0.770	 3.517	 5.019	31.327	-1.31e-13	 9.07102	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.6445	 0.950	50.958	33.619	         	 0.770	 3.517	 5.019	31.327	-1.31e-13	 9.07070	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.6455	 0.951	50.958	33.619	         	 0.770	 3.517	 5.019	31.327	-1.31e-13	 9.07038	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.6465	 0.951	50.958	33.618	         	 0.770	 3.517	 5.019	31.327	-1.31e-13	 9.07006	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.6475	 0.951	50.958	33.618	         	 0.770	 3.517	 5.019	31.327	-1.31e-13	 9.06973	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.6485	 0.951	50.958	33.617	         	 0.770	 3.517	 5.019	31.327	-1.31e-13	 9.06941	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.6495	 0.952	50.958	33.617	         	 0.770	 3.517	 5.019	31.327	-1.30e-13	 9.06909	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.6505	 0.952	50.958	33.617	         	 0.770	 3.517	 5.019	31.327	-1.30e-13	 9.06876	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.6515	 0.952	50.958	33.616	         	 0.770	 3.517	 5.019	31.327	-1.30e-13	 9.06844	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.6525	 0.952	50.958	33.616	         	 0.770	 3.517	 5.019	31.327	-1.30e-13	 9.06811	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.6535	 0.953	50.958	33.616	         	 0.770	 3.517	 5.019	31.327	-1.30e-13	 9.06779	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.6545	 0.953	50.958	33.615	         	 0.770	 3.517	 5.019	31.327	-1.30e-13	 9.06746	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.6555	 0.953	50.958	33.615	         	 0.770	 3.517	 5.019	31.327	-1.30e-13	 9.06714	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.6565	 0.953	50.958	33.614	         	 0.770	 3.517	 5.019	31.327	-1.30e-13	 9.06681	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.6575	 0.954	50.959	33.614	         	 0.770	 3.517	 5.019	31.327	-1.30e-13	 9.06648	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.6585	 0.954	50.959	33.614	         	 0.770	 3.517	 5.019	31.327	-1.30e-13	 9.06616	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.6595	 0.954	50.959	33.613	         	 0.770	 3.517	 5.019	31.327	-1.30e-13	 9.06583	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.6605	 0.954	50.959	33.613	         	 0.770	 3.517	 5.019	31.327	-1.30e-13	 9.06550	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.6615	 0.955	50.959	33.613	         	 0.770	 3.517	 5.019	31.327	-1.29e-13	 9.06517	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.6625	 0.955	50.959	33.612	         	 0.770	 3.517	 5.019	31.327	-1.29e-13	 9.06484	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.6635	 0.955	50.959	33.612	         	 0.770	 3.517	 5.019	31.327	-1.29e-13	 9.06451	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.6645	 0.955	50.959	33.611	         	 0.770	 3.517	 5.019	31.327	-1.29e-13	 9.06418	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.6655	 0.955	50.959	33.611	         	 0.770	 3.517	 5.019	31.327	-1.29e-13	 9.06385	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.6665	 0.956	50.959	33.611	         	 0.770	 3.517	 5.019	31.327	-1.29e-13	 9.06352	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.6675	 0.956	50.959	33.610	         	 0.770	 3.517	 5.019	31.327	-1.29e-13	 9.06319	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.6685	 0.956	50.959	33.610	         	 0.770	 3.517	 5.019	31.327	-1.29e-13	 9.06286	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.6695	 0.956	50.959	33.609	         	 0.770	 3.517	 5.019	31.327	-1.29e-13	 9.06252	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.6705	 0.957	50.959	33.609	         	 0.770	 3.517	 5.019	31.327	-1.29e-13	 9.06219	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.6715	 0.957	50.959	33.609	         	 0.770	 3.517	 5.019	31.327	-1.29e-13	 9.06186	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.6725	 0.957	50.959	33.608	         	 0.770	 3.517	 5.019	31.327	-1.29e-13	 9.06152	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.6735	 0.957	50.959	33.608	         	 0.770	 3.517	 5.019	31.327	-1.29e-13	 9.06119	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.6745	 0.958	50.959	33.608	         	 0.770	 3.517	 5.019	31.327	-1.28e-13	 9.06085	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.6755	 0.958	50.960	33.607	         	 0.770	 3.517	 5.019	31.327	-1.28e-13	 9.06052	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.6765	 0.958	50.960	33.607	         	 0.770	 3.517	 5.019	31.327	-1.28e-13	 9.06018	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.6775	 0.958	50.960	33.606	         	 0.770	 3.517	 5.019	31.327	-1.28e-13	 9.05985	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.6785	 0.959	50.960	33.606	         	 0.770	 3.517	 5.019	31.327	-1.28e-13	 9.05951	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.6795	 0.959	50.960	33.606	         	 0.770	 3.517	 5.019	31.327	-1.28e-13	 9.05917	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.6805	 0.959	50.960	33.605	         	 0.770	 3.517	 5.019	31.327	-1.28e-13	 9.05883	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.6815	 0.959	50.960	33.605	         	 0.770	 3.517	 5.019	31.327	-1.28e-13	 9.05850	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.6825	 0.960	50.960	33.605	         	 0.770	 3.517	 5.019	31.327	-1.28e-13	 9.05816	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.6835	 0.960	50.960	33.604	         	 0.770	 3.517	 5.019	31.327	-1.28e-13	 9.05782	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.6845	 0.960	50.960	33.604	         	 0.770	 3.517	 5.019	31.327	-1.28e-13	 9.05748	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.6855	 0.960	50.960	33.603	         	 0.770	 3.517	 5.019	31.327	-1.28e-13	 9.05714	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.6865	 0.960	50.960	33.603	         	 0.770	 3.517	 5.019	31.327	-1.27e-13	 9.05680	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.6875	 0.961	50.960	33.603	         	 0.770	 3.517	 5.019	31.327	-1.27e-13	 9.05646	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.6885	 0.961	50.960	33.602	         	 0.770	 3.517	 5.019	31.327	-1.27e-13	 9.05612	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.6895	 0.961	50.960	33.602	         	 0.770	 3.517	 5.019	31.327	-1.27e-13	 9.05577	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.6905	 0.961	50.960	33.602	         	 0.770	 3.517	 5.019	31.327	-1.27e-13	 9.05543	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.6915	 0.962	50.960	33.601	         	 0.770	 3.517	 5.019	31.327	-1.27e-13	 9.05509	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.6925	 0.962	50.960	33.601	         	 0.770	 3.517	 5.019	31.327	-1.27e-13	 9.05474	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.6935	 0.962	50.961	33.600	         	 0.770	 3.517	 5.019	31.327	-1.27e-13	 9.05440	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.6945	 0.962	50.961	33.600	         	 0.770	 3.517	 5.019	31.327	-1.27e-13	 9.05406	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.6955	 0.963	50.961	33.600	         	 0.770	 3.517	 5.019	31.327	-1.27e-13	 9.05371	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.6965	 0.963	50.961	33.599	         	 0.770	 3.517	 5.019	31.327	-1.27e-13	 9.05337	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.6975	 0.963	50.961	33.599	         	 0.770	 3.517	 5.019	31.327	-1.27e-13	 9.05302	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.6985	 0.963	50.961	33.599	         	 0.770	 3.517	 5.019	31.327	-1.27e-13	 9.05267	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.6995	 0.964	50.961	33.598	         	 0.770	 3.517	 5.019	31.327	-1.27e-13	 9.05233	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.7005	 0.964	50.961	33.598	         	 0.770	 3.517	 5.019	31.327	-1.26e-13	 9.05198	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.7015	 0.964	50.961	33.597	         	 0.770	 3.517	 5.019	31.327	-1.26e-13	 9.05163	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.7025	 0.964	50.961	33.597	         	 0.770	 3.517	 5.019	31.327	-1.26e-13	 9.05128	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.7035	 0.965	50.961	33.597	         	 0.770	 3.517	 5.019	31.327	-1.26e-13	 9.05093	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.7045	 0.965	50.961	33.596	         	 0.770	 3.517	 5.019	31.327	-1.26e-13	 9.05059	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.7055	 0.965	50.961	33.596	         	 0.770	 3.517	 5.019	31.327	-1.26e-13	 9.05024	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.7065	 0.965	50.961	33.596	         	 0.770	 3.517	 5.019	31.327	-1.26e-13	 9.04989	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.7075	 0.965	50.961	33.595	         	 0.770	 3.517	 5.019	31.327	-1.26e-13	 9.04953	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.7085	 0.966	50.961	33.595	         	 0.770	 3.517	 5.019	31.327	-1.26e-13	 9.04918	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.7095	 0.966	50.961	33.594	         	 0.770	 3.517	 5.019	31.327	-1.26e-13	 9.04883	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.7105	 0.966	50.961	33.594	         	 0.770	 3.517	 5.019	31.327	-1.26e-13	 9.04848	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.7115	 0.966	50.961	33.594	         	 0.770	 3.517	 5.019	31.327	-1.26e-13	 9.04813	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.7125	 0.967	50.962	33.593	         	 0.770	 3.517	 5.019	31.327	-1.26e-13	 9.04777	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.7135	 0.967	50.962	33.593	         	 0.770	 3.517	 5.019	31.327	-1.25e-13	 9.04742	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.7145	 0.967	50.962	33.593	         	 0.770	 3.517	 5.019	31.327	-1.25e-13	 9.04706	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.7155	 0.967	50.962	33.592	         	 0.770	 3.517	 5.019	31.327	-1.25e-13	 9.04671	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.7165	 0.968	50.962	33.592	         	 0.770	 3.517	 5.019	31.327	-1.25e-13	 9.04635	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.7175	 0.968	50.962	33.591	         	 0.770	 3.517	 5.019	31.327	-1.25e-13	 9.04600	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.7185	 0.968	50.962	33.591	         	 0.770	 3.517	 5.019	31.327	-1.25e-13	 9.04564	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.7195	 0.968	50.962	33.591	         	 0.770	 3.517	 5.019	31.327	-1.25e-13	 9.04529	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.7205	 0.969	50.962	33.590	         	 0.770	 3.517	 5.019	31.327	-1.25e-13	 9.04493	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.7215	 0.969	50.962	33.590	         	 0.770	 3.517	 5.019	31.327	-1.25e-13	 9.04457	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.7225	 0.969	50.962	33.590	         	 0.770	 3.517	 5.019	31.327	-1.25e-13	 9.04421	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
