M2	R2	Per	Sep	logJ	logjtot	logMLR2	zeta	logT2	log(g2)	logL2	Pdot	logt	BMag	VMag	RMag	IMag	JMag	HMag	KMag	SpT
Msun	Rsun	h	Rsun	[10-7J.s]	[10-7N.m]	[Msun/yr]	 	[K]	[cm2/s]	[10-7W]	s/s	[yr]	mag	mag	mag	mag	mag	mag	mag	
------	------	------	------	------	------	---------	------	------	------	------	---------	--------	-----	-----	-----	-----	-----	-----	-----	----
 0.277	 0.379	4.0231	 1.290	51.149	35.388	   -8.840	 0.621	 3.532	 4.723	31.822	-9.98e-13	 8.01060	12.30	11.00	10.03	 8.71	 7.25	 6.67	 6.41	M3.7
 0.278	 0.380	4.0292	 1.292	51.150	35.391	   -8.833	 0.632	 3.532	 4.723	31.825	-9.42e-13	 8.00766	12.29	10.99	10.03	 8.71	 7.25	 6.67	 6.40	M3.7
 0.279	 0.381	4.0348	 1.294	51.152	35.394	   -8.829	 0.613	 3.532	 4.722	31.827	-9.36e-13	 8.00474	12.29	10.99	10.02	 8.70	 7.24	 6.66	 6.40	M3.7
 0.280	 0.382	4.0403	 1.295	51.154	35.397	   -8.830	 0.610	 3.532	 4.722	31.830	-9.96e-13	 8.00183	12.28	10.98	10.01	 8.70	 7.23	 6.66	 6.39	M3.7
 0.281	 0.382	4.0462	 1.297	51.155	35.400	   -8.827	 0.627	 3.532	 4.721	31.832	-9.90e-13	 7.99890	12.28	10.98	10.01	 8.70	 7.23	 6.66	 6.39	M3.7
 0.282	 0.383	4.0521	 1.299	51.157	35.402	   -8.823	 0.625	 3.532	 4.721	31.835	-9.78e-13	 7.99597	12.28	10.98	10.01	 8.69	 7.23	 6.65	 6.38	M3.7
 0.283	 0.384	4.0578	 1.300	51.158	35.405	   -8.819	 0.619	 3.533	 4.721	31.837	-9.75e-13	 7.99305	12.25	10.95	 9.98	 8.67	 7.21	 6.64	 6.37	M3.7
 0.284	 0.385	4.0634	 1.302	51.160	35.408	   -8.819	 0.617	 3.533	 4.720	31.839	-1.03e-12	 7.99013	12.24	10.95	 9.98	 8.66	 7.21	 6.63	 6.37	M3.7
 0.285	 0.386	4.0693	 1.304	51.162	35.411	   -8.813	 0.632	 3.533	 4.720	31.842	-9.71e-13	 7.98719	12.24	10.94	 9.97	 8.66	 7.20	 6.63	 6.36	M3.7
 0.286	 0.387	4.0749	 1.305	51.163	35.414	   -8.809	 0.614	 3.533	 4.720	31.844	-9.70e-13	 7.98427	12.23	10.93	 9.97	 8.65	 7.20	 6.62	 6.36	M3.7
 0.287	 0.387	4.0803	 1.307	51.165	35.417	   -8.807	 0.612	 3.533	 4.719	31.847	-9.88e-13	 7.98136	12.23	10.93	 9.97	 8.65	 7.20	 6.62	 6.36	M3.7
 0.288	 0.388	4.0859	 1.308	51.166	35.420	   -8.805	 0.616	 3.533	 4.719	31.849	-9.94e-13	 7.97844	12.23	10.93	 9.96	 8.65	 7.19	 6.61	 6.35	M3.7
 0.289	 0.389	4.0915	 1.310	51.168	35.422	   -8.802	 0.617	 3.533	 4.719	31.851	-1.01e-12	 7.97552	12.22	10.92	 9.96	 8.64	 7.19	 6.61	 6.34	M3.7
 0.290	 0.390	4.0971	 1.312	51.169	35.425	   -8.798	 0.621	 3.533	 4.718	31.854	-9.84e-13	 7.97260	12.21	10.92	 9.95	 8.64	 7.18	 6.60	 6.34	M3.7
 0.291	 0.391	4.1025	 1.313	51.171	35.428	   -8.793	 0.612	 3.534	 4.718	31.856	-9.59e-13	 7.96968	12.19	10.89	 9.93	 8.62	 7.17	 6.59	 6.33	M3.6
 0.292	 0.392	4.1077	 1.315	51.173	35.431	   -8.794	 0.603	 3.534	 4.718	31.859	-1.03e-12	 7.96678	12.18	10.88	 9.92	 8.61	 7.16	 6.58	 6.32	M3.6
 0.293	 0.392	4.1133	 1.316	51.174	35.433	   -8.789	 0.623	 3.534	 4.717	31.861	-9.93e-13	 7.96386	12.18	10.88	 9.92	 8.61	 7.16	 6.58	 6.32	M3.6
 0.294	 0.393	4.1187	 1.318	51.176	35.437	   -8.787	 0.611	 3.534	 4.717	31.863	-1.02e-12	 7.96094	12.17	10.88	 9.92	 8.61	 7.16	 6.58	 6.32	M3.6
 0.295	 0.394	4.1241	 1.319	51.177	35.439	   -8.782	 0.616	 3.534	 4.716	31.866	-9.81e-13	 7.95802	12.17	10.87	 9.91	 8.60	 7.15	 6.57	 6.31	M3.6
 0.296	 0.395	4.1293	 1.321	51.179	35.442	   -8.780	 0.605	 3.534	 4.716	31.868	-9.99e-13	 7.95512	12.16	10.87	 9.90	 8.59	 7.15	 6.57	 6.30	M3.6
 0.297	 0.396	4.1346	 1.323	51.180	35.445	   -8.782	 0.609	 3.534	 4.716	31.870	-1.08e-12	 7.95221	12.16	10.86	 9.90	 8.59	 7.14	 6.56	 6.30	M3.6
 0.298	 0.397	4.1404	 1.324	51.182	35.447	   -8.774	 0.632	 3.535	 4.715	31.873	-1.00e-12	 7.94927	12.13	10.84	 9.87	 8.57	 7.13	 6.55	 6.29	M3.6
 0.299	 0.397	4.1456	 1.326	51.183	35.450	   -8.771	 0.608	 3.535	 4.715	31.875	-1.01e-12	 7.94635	12.13	10.84	 9.87	 8.57	 7.13	 6.55	 6.29	M3.6
 0.300	 0.398	4.1508	 1.327	51.185	35.453	   -8.768	 0.609	 3.535	 4.715	31.877	-1.01e-12	 7.94344	12.12	10.83	 9.87	 8.56	 7.12	 6.54	 6.28	M3.6
 0.301	 0.399	4.1560	 1.329	51.186	35.456	   -8.767	 0.608	 3.535	 4.715	31.880	-1.05e-12	 7.94053	12.12	10.82	 9.86	 8.56	 7.12	 6.54	 6.28	M3.6
 0.302	 0.400	4.1614	 1.330	51.188	35.458	   -8.763	 0.617	 3.535	 4.714	31.882	-1.02e-12	 7.93761	12.11	10.82	 9.86	 8.55	 7.11	 6.53	 6.27	M3.6
 0.303	 0.401	4.1666	 1.332	51.189	35.461	   -8.760	 0.609	 3.535	 4.714	31.884	-1.03e-12	 7.93469	12.11	10.81	 9.85	 8.55	 7.11	 6.53	 6.27	M3.6
 0.304	 0.401	4.1718	 1.333	51.191	35.464	   -8.758	 0.610	 3.535	 4.714	31.887	-1.05e-12	 7.93178	12.11	10.81	 9.85	 8.55	 7.11	 6.53	 6.27	M3.6
 0.305	 0.402	4.1770	 1.335	51.192	35.467	   -8.756	 0.613	 3.536	 4.713	31.889	-1.06e-12	 7.92886	12.08	10.79	 9.83	 8.53	 7.09	 6.51	 6.25	M3.5
 0.306	 0.403	4.1823	 1.336	51.194	35.469	   -8.751	 0.615	 3.536	 4.713	31.891	-1.02e-12	 7.92593	12.07	10.78	 9.82	 8.52	 7.09	 6.51	 6.25	M3.5
 0.307	 0.404	4.1874	 1.338	51.195	35.472	   -8.753	 0.604	 3.536	 4.713	31.894	-1.12e-12	 7.92302	12.07	10.78	 9.82	 8.52	 7.08	 6.50	 6.24	M3.5
 0.308	 0.405	4.1929	 1.340	51.197	35.474	   -8.745	 0.630	 3.536	 4.712	31.896	-1.01e-12	 7.92008	12.06	10.77	 9.81	 8.51	 7.08	 6.50	 6.24	M3.5
 0.309	 0.405	4.1978	 1.341	51.198	35.478	   -8.744	 0.600	 3.536	 4.712	31.898	-1.07e-12	 7.91717	12.06	10.77	 9.81	 8.51	 7.08	 6.50	 6.24	M3.5
 0.310	 0.406	4.2031	 1.343	51.199	35.480	   -8.743	 0.615	 3.536	 4.712	31.901	-1.10e-12	 7.91424	12.06	10.76	 9.81	 8.51	 7.07	 6.49	 6.23	M3.5
 0.311	 0.407	4.2084	 1.344	51.201	35.483	   -8.737	 0.620	 3.536	 4.711	31.903	-1.04e-12	 7.91130	12.05	10.76	 9.80	 8.50	 7.07	 6.49	 6.23	M3.5
 0.312	 0.408	4.2134	 1.346	51.202	35.486	   -8.734	 0.604	 3.537	 4.711	31.905	-1.05e-12	 7.90839	12.02	10.73	 9.78	 8.48	 7.05	 6.47	 6.22	M3.5
 0.313	 0.409	4.2183	 1.347	51.204	35.489	   -8.733	 0.604	 3.537	 4.711	31.908	-1.09e-12	 7.90547	12.02	10.73	 9.77	 8.48	 7.05	 6.47	 6.21	M3.5
 0.314	 0.409	4.2235	 1.349	51.205	35.491	   -8.730	 0.615	 3.537	 4.710	31.910	-1.08e-12	 7.90254	12.02	10.73	 9.77	 8.48	 7.05	 6.47	 6.21	M3.5
 0.315	 0.410	4.2286	 1.350	51.207	35.494	   -8.726	 0.612	 3.537	 4.710	31.912	-1.07e-12	 7.89961	12.01	10.72	 9.77	 8.47	 7.04	 6.46	 6.20	M3.5
 0.316	 0.411	4.2336	 1.352	51.208	35.496	   -8.724	 0.607	 3.537	 4.710	31.915	-1.09e-12	 7.89669	12.01	10.72	 9.76	 8.47	 7.04	 6.46	 6.20	M3.5
 0.317	 0.412	4.2386	 1.353	51.209	35.499	   -8.720	 0.611	 3.537	 4.710	31.917	-1.06e-12	 7.89376	12.00	10.71	 9.76	 8.46	 7.03	 6.45	 6.19	M3.5
 0.318	 0.413	4.2435	 1.355	51.211	35.502	   -8.721	 0.602	 3.538	 4.709	31.919	-1.15e-12	 7.89084	11.97	10.68	 9.73	 8.44	 7.02	 6.44	 6.18	M3.5
 0.319	 0.413	4.2488	 1.356	51.212	35.504	   -8.715	 0.624	 3.538	 4.709	31.921	-1.07e-12	 7.88789	11.97	10.68	 9.73	 8.44	 7.02	 6.44	 6.18	M3.5
 0.320	 0.414	4.2537	 1.358	51.214	35.507	   -8.713	 0.604	 3.538	 4.709	31.924	-1.10e-12	 7.88496	11.97	10.68	 9.73	 8.44	 7.01	 6.43	 6.18	M3.5
 0.321	 0.415	4.2586	 1.359	51.215	35.510	   -8.711	 0.609	 3.538	 4.708	31.926	-1.11e-12	 7.88203	11.96	10.67	 9.72	 8.43	 7.01	 6.43	 6.17	M3.5
 0.322	 0.416	4.2636	 1.361	51.216	35.512	   -8.709	 0.611	 3.538	 4.708	31.928	-1.13e-12	 7.87909	11.96	10.67	 9.72	 8.43	 7.00	 6.42	 6.17	M3.5
 0.323	 0.417	4.2687	 1.362	51.218	35.515	   -8.703	 0.616	 3.538	 4.708	31.931	-1.07e-12	 7.87615	11.95	10.66	 9.71	 8.42	 7.00	 6.42	 6.16	M3.5
 0.324	 0.417	4.2735	 1.363	51.219	35.518	   -8.704	 0.600	 3.538	 4.707	31.933	-1.15e-12	 7.87322	11.95	10.66	 9.71	 8.42	 7.00	 6.42	 6.16	M3.5
 0.325	 0.418	4.2785	 1.365	51.220	35.520	   -8.702	 0.617	 3.539	 4.707	31.935	-1.16e-12	 7.87027	11.92	10.64	 9.69	 8.40	 6.98	 6.41	 6.15	M3.4
 0.326	 0.419	4.2837	 1.367	51.222	35.522	   -8.697	 0.620	 3.539	 4.707	31.937	-1.12e-12	 7.86731	11.92	10.63	 9.68	 8.40	 6.98	 6.40	 6.14	M3.4
 0.327	 0.420	4.2885	 1.368	51.223	35.525	   -8.695	 0.608	 3.539	 4.707	31.940	-1.15e-12	 7.86437	11.91	10.63	 9.68	 8.39	 6.97	 6.40	 6.14	M3.4
 0.328	 0.420	4.2936	 1.369	51.225	35.528	   -8.692	 0.616	 3.539	 4.706	31.942	-1.14e-12	 7.86142	11.91	10.63	 9.68	 8.39	 6.97	 6.40	 6.14	M3.4
 0.329	 0.421	4.2985	 1.371	51.226	35.530	   -8.690	 0.612	 3.539	 4.706	31.944	-1.15e-12	 7.85846	11.91	10.62	 9.67	 8.39	 6.97	 6.39	 6.13	M3.4
 0.330	 0.422	4.3034	 1.372	51.227	35.533	   -8.689	 0.613	 3.539	 4.706	31.946	-1.19e-12	 7.85551	11.90	10.62	 9.67	 8.38	 6.96	 6.38	 6.13	M3.4
 0.331	 0.423	4.3085	 1.374	51.229	35.535	   -8.685	 0.621	 3.540	 4.705	31.949	-1.17e-12	 7.85254	11.87	10.59	 9.64	 8.36	 6.95	 6.37	 6.12	M3.4
 0.332	 0.424	4.3135	 1.375	51.230	35.538	   -8.682	 0.615	 3.540	 4.705	31.951	-1.17e-12	 7.84958	11.87	10.58	 9.64	 8.36	 6.95	 6.37	 6.11	M3.4
 0.333	 0.424	4.3184	 1.377	51.231	35.541	   -8.681	 0.615	 3.540	 4.705	31.953	-1.20e-12	 7.84661	11.87	10.58	 9.64	 8.36	 6.95	 6.37	 6.11	M3.4
 0.334	 0.425	4.3234	 1.378	51.233	35.543	   -8.678	 0.621	 3.540	 4.704	31.955	-1.20e-12	 7.84364	11.86	10.58	 9.63	 8.35	 6.94	 6.36	 6.11	M3.4
 0.335	 0.426	4.3284	 1.380	51.234	35.545	   -8.675	 0.619	 3.540	 4.704	31.958	-1.19e-12	 7.84066	11.86	10.57	 9.63	 8.35	 6.94	 6.36	 6.10	M3.4
 0.336	 0.427	4.3334	 1.381	51.235	35.548	   -8.674	 0.617	 3.540	 4.704	31.960	-1.23e-12	 7.83769	11.85	10.57	 9.62	 8.34	 6.93	 6.35	 6.10	M3.4
 0.337	 0.428	4.3385	 1.383	51.237	35.550	   -8.669	 0.624	 3.541	 4.703	31.962	-1.18e-12	 7.83470	11.82	10.54	 9.60	 8.32	 6.92	 6.34	 6.09	M3.3
 0.338	 0.428	4.3433	 1.384	51.238	35.553	   -8.669	 0.611	 3.541	 4.703	31.965	-1.25e-12	 7.83173	11.82	10.54	 9.60	 8.32	 6.92	 6.34	 6.09	M3.3
 0.339	 0.429	4.3484	 1.386	51.239	35.555	   -8.667	 0.627	 3.541	 4.703	31.967	-1.25e-12	 7.82873	11.82	10.54	 9.59	 8.32	 6.91	 6.33	 6.08	M3.3
 0.340	 0.430	4.3535	 1.387	51.241	35.558	   -8.663	 0.626	 3.541	 4.703	31.969	-1.23e-12	 7.82573	11.81	10.53	 9.59	 8.31	 6.91	 6.33	 6.08	M3.3
 0.341	 0.431	4.3584	 1.389	51.242	35.561	   -8.661	 0.621	 3.541	 4.702	31.971	-1.26e-12	 7.82273	11.81	10.53	 9.58	 8.31	 6.90	 6.32	 6.07	M3.3
 0.342	 0.431	4.3635	 1.390	51.243	35.563	   -8.657	 0.627	 3.541	 4.702	31.974	-1.22e-12	 7.81973	11.81	10.53	 9.58	 8.31	 6.90	 6.32	 6.07	M3.3
 0.343	 0.432	4.3683	 1.392	51.244	35.566	   -8.658	 0.616	 3.542	 4.702	31.976	-1.31e-12	 7.81673	11.78	10.50	 9.56	 8.29	 6.89	 6.31	 6.06	M3.3
 0.344	 0.433	4.3735	 1.393	51.246	35.568	   -8.655	 0.636	 3.542	 4.701	31.978	-1.28e-12	 7.81371	11.77	10.49	 9.55	 8.28	 6.88	 6.31	 6.05	M3.3
 0.345	 0.434	4.3786	 1.395	51.247	35.570	   -8.653	 0.630	 3.542	 4.701	31.980	-1.30e-12	 7.81069	11.77	10.49	 9.55	 8.28	 6.88	 6.30	 6.05	M3.3
 0.346	 0.435	4.3838	 1.396	51.248	35.573	   -8.650	 0.632	 3.542	 4.701	31.983	-1.29e-12	 7.80766	11.76	10.48	 9.54	 8.27	 6.87	 6.30	 6.04	M3.3
 0.347	 0.435	4.3888	 1.398	51.250	35.575	   -8.647	 0.629	 3.542	 4.700	31.985	-1.30e-12	 7.80463	11.76	10.48	 9.54	 8.27	 6.87	 6.30	 6.04	M3.3
 0.348	 0.436	4.3939	 1.399	51.251	35.578	   -8.647	 0.630	 3.542	 4.700	31.987	-1.36e-12	 7.80160	11.76	10.48	 9.54	 8.27	 6.87	 6.29	 6.04	M3.3
 0.349	 0.437	4.3992	 1.401	51.252	35.580	   -8.641	 0.644	 3.543	 4.700	31.989	-1.28e-12	 7.79854	11.73	10.45	 9.52	 8.25	 6.86	 6.28	 6.03	M3.2
 0.350	 0.438	4.4041	 1.402	51.253	35.583	   -8.643	 0.623	 3.543	 4.699	31.992	-1.39e-12	 7.79551	11.73	10.45	 9.51	 8.24	 6.85	 6.27	 6.02	M3.2
 0.351	 0.439	4.4094	 1.404	51.255	35.584	   -8.639	 0.647	 3.543	 4.699	31.994	-1.34e-12	 7.79244	11.72	10.44	 9.51	 8.24	 6.85	 6.27	 6.02	M3.2
 0.352	 0.439	4.4146	 1.405	51.256	35.587	   -8.636	 0.636	 3.543	 4.699	31.996	-1.36e-12	 7.78938	11.72	10.44	 9.51	 8.24	 6.85	 6.27	 6.02	M3.2
 0.353	 0.440	4.4197	 1.407	51.257	35.589	   -8.633	 0.637	 3.543	 4.698	31.998	-1.35e-12	 7.78632	11.72	10.44	 9.50	 8.23	 6.84	 6.26	 6.01	M3.2
 0.354	 0.441	4.4248	 1.408	51.259	35.592	   -8.632	 0.634	 3.543	 4.698	32.001	-1.39e-12	 7.78326	11.71	10.43	 9.50	 8.23	 6.84	 6.26	 6.01	M3.2
 0.355	 0.442	4.4300	 1.410	51.260	35.594	   -8.628	 0.642	 3.544	 4.698	32.003	-1.35e-12	 7.78018	11.68	10.40	 9.47	 8.21	 6.82	 6.24	 6.00	M3.2
 0.356	 0.443	4.4351	 1.411	51.261	35.597	   -8.627	 0.633	 3.544	 4.697	32.005	-1.40e-12	 7.77711	11.68	10.40	 9.47	 8.21	 6.82	 6.24	 5.99	M3.2
 0.357	 0.443	4.4402	 1.413	51.262	35.599	   -8.623	 0.642	 3.544	 4.697	32.007	-1.35e-12	 7.77402	11.68	10.40	 9.47	 8.21	 6.82	 6.24	 5.99	M3.2
 0.358	 0.444	4.4452	 1.414	51.264	35.602	   -8.622	 0.631	 3.544	 4.697	32.010	-1.40e-12	 7.77094	11.67	10.39	 9.46	 8.20	 6.81	 6.23	 5.99	M3.2
 0.359	 0.445	4.4504	 1.416	51.265	35.604	   -8.618	 0.640	 3.544	 4.696	32.012	-1.37e-12	 7.76785	11.67	10.39	 9.46	 8.20	 6.81	 6.23	 5.98	M3.2
 0.360	 0.446	4.4554	 1.417	51.266	35.606	   -8.617	 0.633	 3.544	 4.696	32.014	-1.40e-12	 7.76476	11.66	10.38	 9.45	 8.19	 6.81	 6.22	 5.98	M3.2
 0.361	 0.447	4.4604	 1.419	51.267	35.609	   -8.612	 0.639	 3.545	 4.696	32.016	-1.37e-12	 7.76167	11.64	10.36	 9.43	 8.17	 6.79	 6.21	 5.97	M3.2
 0.362	 0.447	4.4653	 1.420	51.269	35.611	   -8.611	 0.629	 3.545	 4.695	32.018	-1.41e-12	 7.75857	11.64	10.36	 9.43	 8.17	 6.79	 6.21	 5.96	M3.2
 0.363	 0.448	4.4704	 1.422	51.270	35.613	   -8.608	 0.638	 3.545	 4.695	32.020	-1.38e-12	 7.75547	11.63	10.35	 9.42	 8.17	 6.79	 6.21	 5.96	M3.2
 0.364	 0.449	4.4753	 1.423	51.271	35.616	   -8.605	 0.631	 3.545	 4.695	32.022	-1.38e-12	 7.75237	11.63	10.35	 9.42	 8.16	 6.78	 6.20	 5.96	M3.2
 0.365	 0.450	4.4802	 1.425	51.272	35.619	   -8.603	 0.629	 3.545	 4.694	32.024	-1.41e-12	 7.74927	11.62	10.34	 9.41	 8.16	 6.78	 6.20	 5.95	M3.2
 0.366	 0.450	4.4851	 1.426	51.273	35.621	   -8.601	 0.634	 3.545	 4.694	32.026	-1.41e-12	 7.74615	11.62	10.34	 9.41	 8.16	 6.78	 6.20	 5.95	M3.2
 0.367	 0.451	4.4901	 1.428	51.275	35.623	   -8.598	 0.635	 3.545	 4.694	32.028	-1.41e-12	 7.74303	11.62	10.34	 9.41	 8.15	 6.77	 6.19	 5.95	M3.2
 0.368	 0.452	4.4950	 1.429	51.276	35.626	   -8.596	 0.632	 3.546	 4.693	32.030	-1.44e-12	 7.73991	11.59	10.31	 9.39	 8.13	 6.76	 6.18	 5.93	M3.1
 0.369	 0.453	4.4999	 1.431	51.277	35.628	   -8.594	 0.637	 3.546	 4.693	32.032	-1.43e-12	 7.73678	11.58	10.31	 9.38	 8.13	 6.76	 6.17	 5.93	M3.1
 0.370	 0.454	4.5048	 1.432	51.278	35.630	   -8.592	 0.634	 3.546	 4.693	32.034	-1.45e-12	 7.73364	11.58	10.30	 9.38	 8.13	 6.75	 6.17	 5.92	M3.1
 0.371	 0.454	4.5098	 1.434	51.279	35.632	   -8.589	 0.637	 3.546	 4.692	32.037	-1.43e-12	 7.73050	11.58	10.30	 9.38	 8.13	 6.75	 6.17	 5.92	M3.1
 0.372	 0.455	4.5146	 1.435	51.281	35.635	   -8.587	 0.633	 3.546	 4.692	32.039	-1.46e-12	 7.72736	11.58	10.30	 9.37	 8.12	 6.75	 6.16	 5.92	M3.1
 0.373	 0.456	4.5196	 1.437	51.282	35.637	   -8.583	 0.638	 3.546	 4.692	32.041	-1.44e-12	 7.72420	11.57	10.29	 9.37	 8.12	 6.74	 6.16	 5.91	M3.1
 0.374	 0.457	4.5244	 1.438	51.283	35.640	   -8.583	 0.632	 3.546	 4.691	32.043	-1.50e-12	 7.72105	11.57	10.29	 9.36	 8.11	 6.74	 6.15	 5.91	M3.1
 0.375	 0.457	4.5295	 1.440	51.284	35.642	   -8.579	 0.643	 3.547	 4.691	32.045	-1.45e-12	 7.71788	11.54	10.27	 9.34	 8.10	 6.73	 6.15	 5.90	M3.1
 0.376	 0.458	4.5343	 1.441	51.285	35.644	   -8.578	 0.633	 3.547	 4.691	32.047	-1.50e-12	 7.71471	11.54	10.26	 9.34	 8.09	 6.72	 6.14	 5.90	M3.1
 0.377	 0.459	4.5393	 1.442	51.287	35.646	   -8.575	 0.642	 3.547	 4.690	32.049	-1.49e-12	 7.71153	11.53	10.26	 9.33	 8.09	 6.72	 6.14	 5.89	M3.1
 0.378	 0.460	4.5442	 1.444	51.288	35.649	   -8.573	 0.639	 3.547	 4.690	32.051	-1.49e-12	 7.70834	11.53	10.25	 9.33	 8.08	 6.72	 6.13	 5.89	M3.1
 0.379	 0.461	4.5491	 1.445	51.289	35.651	   -8.570	 0.638	 3.547	 4.690	32.053	-1.50e-12	 7.70515	11.52	10.25	 9.33	 8.08	 6.71	 6.13	 5.88	M3.1
 0.380	 0.461	4.5540	 1.447	51.290	35.653	   -8.568	 0.638	 3.547	 4.690	32.055	-1.50e-12	 7.70195	11.52	10.25	 9.33	 8.08	 6.71	 6.13	 5.88	M3.1
 0.381	 0.462	4.5588	 1.448	51.291	35.656	   -8.568	 0.638	 3.547	 4.689	32.057	-1.55e-12	 7.69875	11.52	10.25	 9.32	 8.07	 6.71	 6.12	 5.88	M3.1
 0.382	 0.463	4.5639	 1.450	51.292	35.658	   -8.563	 0.648	 3.548	 4.689	32.059	-1.49e-12	 7.69553	11.49	10.22	 9.30	 8.06	 6.69	 6.11	 5.87	M3.1
 0.383	 0.464	4.5686	 1.451	51.294	35.660	   -8.561	 0.634	 3.548	 4.689	32.061	-1.53e-12	 7.69232	11.49	10.21	 9.29	 8.05	 6.69	 6.11	 5.86	M3.1
 0.384	 0.464	4.5735	 1.453	51.295	35.662	   -8.560	 0.641	 3.548	 4.688	32.063	-1.55e-12	 7.68909	11.49	10.21	 9.29	 8.05	 6.69	 6.11	 5.86	M3.1
 0.385	 0.465	4.5785	 1.454	51.296	35.665	   -8.556	 0.643	 3.548	 4.688	32.065	-1.51e-12	 7.68586	11.48	10.21	 9.29	 8.05	 6.68	 6.10	 5.86	M3.1
 0.386	 0.466	4.5832	 1.456	51.297	35.667	   -8.556	 0.635	 3.548	 4.688	32.067	-1.58e-12	 7.68263	11.48	10.20	 9.28	 8.04	 6.68	 6.10	 5.85	M3.1
 0.387	 0.467	4.5882	 1.457	51.298	35.669	   -8.552	 0.648	 3.548	 4.687	32.069	-1.53e-12	 7.67937	11.47	10.20	 9.28	 8.04	 6.67	 6.09	 5.85	M3.1
 0.388	 0.468	4.5930	 1.459	51.299	35.672	   -8.549	 0.637	 3.548	 4.687	32.071	-1.55e-12	 7.67613	11.47	10.20	 9.27	 8.03	 6.67	 6.09	 5.85	M3.1
 0.389	 0.468	4.5978	 1.460	51.301	35.674	   -8.547	 0.638	 3.549	 4.687	32.073	-1.55e-12	 7.67287	11.45	10.17	 9.26	 8.02	 6.66	 6.08	 5.84	M3.0
 0.390	 0.469	4.6026	 1.461	51.302	35.676	   -8.545	 0.638	 3.549	 4.686	32.075	-1.58e-12	 7.66961	11.44	10.17	 9.25	 8.01	 6.66	 6.07	 5.83	M3.0
 0.391	 0.470	4.6075	 1.463	51.303	35.678	   -8.542	 0.642	 3.549	 4.686	32.077	-1.57e-12	 7.66634	11.44	10.17	 9.25	 8.01	 6.65	 6.07	 5.83	M3.0
 0.392	 0.471	4.6122	 1.464	51.304	35.681	   -8.540	 0.639	 3.549	 4.686	32.079	-1.57e-12	 7.66307	11.43	10.16	 9.24	 8.01	 6.65	 6.06	 5.82	M3.0
 0.393	 0.471	4.6170	 1.466	51.305	35.683	   -8.538	 0.638	 3.549	 4.685	32.081	-1.58e-12	 7.65978	11.43	10.16	 9.24	 8.01	 6.65	 6.06	 5.82	M3.0
 0.394	 0.472	4.6218	 1.467	51.306	35.685	   -8.536	 0.640	 3.549	 4.685	32.083	-1.60e-12	 7.65649	11.43	10.16	 9.24	 8.00	 6.64	 6.06	 5.82	M3.0
 0.395	 0.473	4.6266	 1.469	51.307	35.687	   -8.533	 0.642	 3.549	 4.685	32.085	-1.59e-12	 7.65319	11.43	10.15	 9.23	 8.00	 6.64	 6.05	 5.82	M3.0
 0.396	 0.474	4.6314	 1.470	51.308	35.690	   -8.530	 0.640	 3.550	 4.685	32.087	-1.59e-12	 7.64989	11.40	10.13	 9.21	 7.98	 6.63	 6.04	 5.80	M3.0
 0.397	 0.474	4.6361	 1.471	51.310	35.692	   -8.528	 0.638	 3.550	 4.684	32.089	-1.60e-12	 7.64658	11.40	10.13	 9.21	 7.98	 6.63	 6.04	 5.80	M3.0
 0.398	 0.475	4.6408	 1.473	51.311	35.694	   -8.526	 0.638	 3.550	 4.684	32.091	-1.61e-12	 7.64326	11.39	10.12	 9.20	 7.97	 6.62	 6.04	 5.80	M3.0
 0.399	 0.476	4.6455	 1.474	51.312	35.697	   -8.523	 0.639	 3.550	 4.684	32.093	-1.59e-12	 7.63994	11.39	10.12	 9.20	 7.97	 6.62	 6.03	 5.79	M3.0
 0.400	 0.477	4.6502	 1.476	51.313	35.699	   -8.522	 0.636	 3.550	 4.683	32.095	-1.64e-12	 7.63661	11.38	10.11	 9.20	 7.96	 6.61	 6.03	 5.79	M3.0
 0.401	 0.477	4.6550	 1.477	51.314	35.701	   -8.519	 0.649	 3.550	 4.683	32.097	-1.63e-12	 7.63326	11.38	10.11	 9.20	 7.96	 6.61	 6.03	 5.79	M3.0
 0.402	 0.478	4.6597	 1.479	51.315	35.703	   -8.517	 0.646	 3.550	 4.683	32.099	-1.64e-12	 7.62991	11.38	10.11	 9.19	 7.96	 6.61	 6.02	 5.79	M3.0
 0.403	 0.479	4.6644	 1.480	51.316	35.705	   -8.515	 0.647	 3.551	 4.682	32.101	-1.64e-12	 7.62654	11.35	10.08	 9.17	 7.94	 6.60	 6.01	 5.77	M2.9
 0.404	 0.480	4.6691	 1.481	51.317	35.708	   -8.512	 0.647	 3.551	 4.682	32.103	-1.63e-12	 7.62317	11.35	10.08	 9.16	 7.94	 6.59	 6.01	 5.77	M2.9
 0.405	 0.481	4.6738	 1.483	51.318	35.710	   -8.509	 0.643	 3.551	 4.682	32.105	-1.64e-12	 7.61980	11.34	10.07	 9.16	 7.93	 6.59	 6.00	 5.77	M2.9
 0.406	 0.481	4.6784	 1.484	51.320	35.712	   -8.508	 0.643	 3.551	 4.681	32.107	-1.67e-12	 7.61642	11.34	10.07	 9.16	 7.93	 6.59	 6.00	 5.77	M2.9
 0.407	 0.482	4.6831	 1.486	51.321	35.714	   -8.505	 0.648	 3.551	 4.681	32.109	-1.66e-12	 7.61302	11.34	10.07	 9.15	 7.93	 6.58	 6.00	 5.76	M2.9
